0	4	1.0
0	9	1.0
0	13	1.0
0	23	1.0
0	284	1.0
0	285	1.0
0	30	1.0
0	291	1.0
0	292	1.0
0	39	1.0
0	40	1.0
0	43	1.0
0	47	1.0
0	305	1.0
0	50	1.0
0	52	1.0
0	309	1.0
0	59	1.0
0	69	1.0
0	71	1.0
0	76	1.0
0	78	1.0
0	88	1.0
0	89	1.0
0	113	1.0
0	117	1.0
0	122	1.0
0	126	1.0
0	132	1.0
0	148	1.0
0	151	1.0
0	153	1.0
0	157	1.0
0	168	1.0
0	169	1.0
0	173	1.0
0	185	1.0
0	188	1.0
0	192	1.0
0	193	1.0
0	200	1.0
0	207	1.0
0	211	1.0
0	220	1.0
0	223	1.0
0	225	1.0
0	226	1.0
0	231	1.0
0	236	1.0
0	238	1.0
0	240	1.0
0	244	1.0
0	246	1.0
0	252	1.0
4	9	1.0
4	13	1.0
4	23	1.0
4	284	1.0
4	285	1.0
4	30	1.0
4	291	1.0
4	292	1.0
4	39	1.0
4	40	1.0
4	43	1.0
4	47	1.0
4	305	1.0
4	50	1.0
4	52	1.0
4	309	1.0
4	59	1.0
4	69	1.0
4	71	1.0
4	76	1.0
4	78	1.0
4	88	1.0
4	89	1.0
4	113	1.0
4	117	1.0
4	122	1.0
4	126	1.0
4	132	1.0
4	148	1.0
4	151	1.0
4	153	1.0
4	157	1.0
4	168	1.0
4	169	1.0
4	173	1.0
4	185	1.0
4	188	1.0
4	192	1.0
4	193	1.0
4	200	1.0
4	207	1.0
4	211	1.0
4	220	1.0
4	223	1.0
4	225	1.0
4	226	1.0
4	231	1.0
4	236	1.0
4	238	1.0
4	240	1.0
4	244	1.0
4	246	1.0
4	252	1.0
9	13	1.0
9	23	1.0
9	284	1.0
9	285	1.0
9	30	1.0
9	291	1.0
9	292	1.0
9	39	1.0
9	40	1.0
9	43	1.0
9	47	1.0
9	305	1.0
9	50	1.0
9	52	1.0
9	309	1.0
9	59	1.0
9	69	1.0
9	71	1.0
9	76	1.0
9	78	1.0
9	88	1.0
9	89	1.0
9	113	1.0
9	117	1.0
9	122	1.0
9	126	1.0
9	132	1.0
9	148	1.0
9	151	1.0
9	153	1.0
9	157	1.0
9	168	1.0
9	169	1.0
9	173	1.0
9	185	1.0
9	188	1.0
9	192	1.0
9	193	1.0
9	200	1.0
9	207	1.0
9	211	1.0
9	220	1.0
9	223	1.0
9	225	1.0
9	226	1.0
9	231	1.0
9	236	1.0
9	238	1.0
9	240	1.0
9	244	1.0
9	246	1.0
9	252	1.0
10	155	1.0
10	203	1.0
10	295	1.0
13	23	1.0
13	284	1.0
13	285	1.0
13	30	1.0
13	291	1.0
13	292	1.0
13	39	1.0
13	40	1.0
13	43	1.0
13	47	1.0
13	305	1.0
13	50	1.0
13	52	1.0
13	309	1.0
13	59	1.0
13	69	1.0
13	71	1.0
13	76	1.0
13	78	1.0
13	88	1.0
13	89	1.0
13	113	1.0
13	117	1.0
13	122	1.0
13	126	1.0
13	132	1.0
13	148	1.0
13	151	1.0
13	153	1.0
13	157	1.0
13	168	1.0
13	169	1.0
13	173	1.0
13	185	1.0
13	188	1.0
13	192	1.0
13	193	1.0
13	200	1.0
13	207	1.0
13	211	1.0
13	220	1.0
13	223	1.0
13	225	1.0
13	226	1.0
13	231	1.0
13	236	1.0
13	238	1.0
13	240	1.0
13	244	1.0
13	246	1.0
13	252	1.0
23	284	1.0
23	285	1.0
23	30	1.0
23	291	1.0
23	292	1.0
23	39	1.0
23	40	1.0
23	43	1.0
23	47	1.0
23	305	1.0
23	50	1.0
23	52	1.0
23	309	1.0
23	59	1.0
23	69	1.0
23	71	1.0
23	76	1.0
23	78	1.0
23	88	1.0
23	89	1.0
23	113	1.0
23	117	1.0
23	122	1.0
23	126	1.0
23	132	1.0
23	148	1.0
23	151	1.0
23	153	1.0
23	157	1.0
23	168	1.0
23	169	1.0
23	173	1.0
23	185	1.0
23	188	1.0
23	192	1.0
23	193	1.0
23	200	1.0
23	207	1.0
23	211	1.0
23	220	1.0
23	223	1.0
23	225	1.0
23	226	1.0
23	231	1.0
23	236	1.0
23	238	1.0
23	240	1.0
23	244	1.0
23	246	1.0
23	252	1.0
30	284	1.0
30	285	1.0
30	291	1.0
30	292	1.0
30	39	1.0
30	40	1.0
30	43	1.0
30	47	1.0
30	305	1.0
30	50	1.0
30	52	1.0
30	309	1.0
30	59	1.0
30	69	1.0
30	71	1.0
30	76	1.0
30	78	1.0
30	88	1.0
30	89	1.0
30	113	1.0
30	117	1.0
30	122	1.0
30	126	1.0
30	132	1.0
30	148	1.0
30	151	1.0
30	153	1.0
30	157	1.0
30	168	1.0
30	169	1.0
30	173	1.0
30	185	1.0
30	188	1.0
30	192	1.0
30	193	1.0
30	200	1.0
30	207	1.0
30	211	1.0
30	220	1.0
30	223	1.0
30	225	1.0
30	226	1.0
30	231	1.0
30	236	1.0
30	238	1.0
30	240	1.0
30	244	1.0
30	246	1.0
30	252	1.0
39	284	1.0
39	285	1.0
39	291	1.0
39	292	1.0
39	40	1.0
39	43	1.0
39	47	1.0
39	305	1.0
39	50	1.0
39	52	1.0
39	309	1.0
39	59	1.0
39	69	1.0
39	71	1.0
39	76	1.0
39	78	1.0
39	88	1.0
39	89	1.0
39	113	1.0
39	117	1.0
39	122	1.0
39	126	1.0
39	132	1.0
39	148	1.0
39	151	1.0
39	153	1.0
39	157	1.0
39	168	1.0
39	169	1.0
39	173	1.0
39	185	1.0
39	188	1.0
39	192	1.0
39	193	1.0
39	200	1.0
39	207	1.0
39	211	1.0
39	220	1.0
39	223	1.0
39	225	1.0
39	226	1.0
39	231	1.0
39	236	1.0
39	238	1.0
39	240	1.0
39	244	1.0
39	246	1.0
39	252	1.0
40	284	1.0
40	285	1.0
40	291	1.0
40	292	1.0
40	43	1.0
40	47	1.0
40	305	1.0
40	50	1.0
40	52	1.0
